personId,date,exercise_activeDuration_in_ms,exercise_steps,exercise_calories,exercise_elevationGain,exercise_averageHeartRate,sleep_duration_in_ms,sleep_minutesAsleep,sleep_minutesAwake,sleep_efficiency
p04,2019-12-03,5686000,7611.0,484,428.96,115.33,27900000,396,69,92.0
p04,2019-12-05,2489000,2429.0,204,2.74,121.0,28620000,413,64,92.0
p04,2019-12-09,3051000,4534.0,372,839.42,148.0,35640000,507,87,92.0
p04,2019-12-10,2279000,5564.0,346,243.23,161.0,34620000,484,93,91.0
p04,2019-12-11,2868000,1546.0,219,91.74,120.0,30480000,431,77,92.0
p04,2019-12-14,7240000,9664.0,678,547.42,120.5,36300000,537,68,91.0
p04,2019-12-15,973000,1652.0,96,0.0,129.0,34680000,486,92,88.0
p04,2019-12-16,4487000,11313.0,588,72.24,148.0,37380000,534,89,92.5
p04,2019-12-17,2777000,6031.0,345,227.99,142.0,33600000,473,87,91.0
p04,2019-12-19,3072000,4783.0,259,109.73,105.5,27240000,394,60,93.0
p04,2019-12-20,488000,1053.0,50,1.52,137.0,33120000,482,70,94.5
p04,2019-12-21,973000,1361.0,93,73.15,103.0,27780000,400,63,92.0
p04,2019-12-22,1792000,3241.0,162,43.64,114.0,32700000,445,100,96.0
p04,2019-12-23,3383000,8790.0,455,434.64,148.0,34200000,489,81,89.0
p04,2019-12-24,1178000,1834.0,108,48.77,114.0,28440000,420,54,97.0
p04,2019-12-25,5155000,4681.0,441,35.36,122.0,34920000,493,89,87.0
p04,2019-12-26,6876000,12137.0,639,196.29,114.0,32160000,468,68,92.0
p04,2019-12-28,3132000,2541.0,223,16.76,112.0,59760000,840,156,93.0
p04,2019-12-29,3277000,5832.0,296,94.49,110.0,36900000,522,93,93.0
p04,2019-12-30,3551000,3691.0,290,329.79,113.0,31200000,437,83,89.0
p04,2019-12-31,1075000,1697.0,100,33.53,116.0,39660000,552,109,90.0
p04,2020-01-02,2712000,6031.0,304,137.16,128.0,36060000,487,114,94.0
p04,2020-01-03,2650000,5050.0,304,373.08,133.0,33480000,485,73,93.0
p04,2020-01-04,2225000,1511.0,175,4.88,121.0,36240000,533,71,95.5
p04,2020-01-06,2202000,2556.0,151,6.1,98.0,10980000,159,24,92.0
p04,2020-01-08,4244000,8493.0,473,97.54,128.0,5700000,92,3,97.0
p04,2020-01-09,2839000,7042.0,400,141.12,153.0,25740000,375,54,93.0
p04,2020-01-12,3959000,5761.0,390,11.58,125.0,32760000,470,76,94.0
p04,2020-01-13,1992000,3378.0,175,37.49,108.5,31500000,456,69,96.0
p04,2020-01-14,2776000,7415.0,442,186.54,163.0,27960000,404,62,90.0
p04,2020-01-15,4278000,7131.0,430,430.38,126.0,32580000,470,73,93.5
p04,2020-01-16,2969000,4270.0,241,24.38,105.0,34680000,519,59,95.0
p04,2020-01-17,4309000,8155.0,472,75.29,118.0,35580000,503,90,91.0
p04,2020-01-19,5222000,7126.0,396,9.14,99.33,32040000,462,72,92.0
p04,2020-01-20,2900000,7582.0,428,47.55,154.0,31260000,473,48,96.0
p04,2020-01-21,5849000,10900.0,592,82.6,113.5,36120000,528,74,96.0
p04,2020-01-22,1076000,1453.0,86,0.0,108.0,36600000,579,31,97.0
p04,2020-01-23,5803000,10346.0,564,29.26,111.5,27600000,397,63,93.0
p04,2020-01-24,4109000,8793.0,475,51.21,127.5,26820000,410,37,98.0
p04,2020-01-26,1894000,2914.0,152,15.24,104.5,30060000,449,52,94.5
p04,2020-01-27,1663000,4454.0,241,17.37,157.0,66600000,958,152,97.0
p04,2020-01-28,16019000,18136.0,1150,637.95,99.33,31740000,477,52,97.0
p04,2020-01-30,973000,582.0,42,0.0,88.0,28320000,435,37,97.0
p04,2020-01-31,3175000,2753.0,239,0.0,108.0,13020000,194,23,93.0
p04,2020-02-01,7153000,9592.0,696,1650.19,128.67,38640000,606,38,99.0
p04,2020-02-02,1946000,2899.0,158,18.29,107.0,19500000,293,32,94.0
p04,2020-02-03,8386000,10914.0,781,717.8,124.75,26040000,391,43,95.0
p04,2020-02-04,6311000,5003.0,453,866.24,109.5,15240000,226,28,97.0
p04,2020-02-05,5990000,7055.0,416,79.25,103.5,41880000,590,108,89.0
p04,2020-02-07,1739000,1939.0,202,2.44,142.0,40380000,561,112,95.0
p04,2020-02-09,1801000,433.0,162,105.46,129.0,15540000,233,26,92.0
p04,2020-02-10,1536000,2183.0,151,128.02,104.0,26760000,425,21,96.33
p04,2020-02-11,6246000,7697.0,445,70.1,102.0,29820000,446,51,93.5
p04,2020-02-12,3421000,3771.0,313,67.67,127.0,36180000,525,78,88.5
p04,2020-02-15,2662000,2480.0,173,0.0,103.0,24420000,362,45,90.0
p04,2020-02-16,1895000,3280.0,165,30.48,109.0,10620000,165,12,93.0
p04,2020-02-17,1912000,4749.0,241,78.03,145.0,24780000,366,47,93.0
p04,2020-02-18,1679000,533.0,108,3.96,117.0,27120000,392,60,91.0
p04,2020-02-20,2290000,2922.0,260,118.87,139.0,39300000,579,76,92.0
p04,2020-02-21,1638000,1680.0,159,0.0,123.0,37380000,552,71,92.0
p04,2020-02-22,973000,1203.0,91,48.77,112.0,33120000,484,68,93.0
p04,2020-02-24,2573000,5497.0,300,46.02,141.0,33180000,501,52,96.0
p04,2020-02-26,5506000,3895.0,340,107.9,103.0,61080000,888,130,93.0
p04,2020-02-27,2629000,6732.0,391,125.88,157.0,30480000,441,67,91.0
p04,2020-02-29,5377000,6597.0,405,0.0,112.5,32280000,478,60,95.0
p04,2020-03-01,4096000,5994.0,377,0.0,120.0,26220000,381,56,93.0
p04,2020-03-03,2662000,4218.0,216,42.67,107.0,36720000,532,80,92.0
p04,2020-03-04,3737000,1812.0,245,60.05,113.0,38220000,545,92,96.0
p04,2020-03-05,1894000,2952.0,182,0.0,105.0,32460000,471,70,95.0
p04,2020-03-06,1075000,1388.0,90,0.0,103.0,39060000,576,75,96.0
p04,2020-03-07,921000,1432.0,81,0.0,100.0,35160000,510,76,89.0
p04,2020-03-08,1865000,1869.0,163,207.82,103.0,25560000,369,57,96.0
p04,2020-03-09,3942000,7793.0,424,78.64,125.0,29580000,437,56,93.0
p04,2020-03-10,7721000,5606.0,453,14.63,108.0,30300000,439,66,94.0
p04,2020-03-11,2796000,2374.0,215,4.88,122.0,28200000,422,48,96.0
p04,2020-03-13,2742000,7111.0,363,86.87,146.0,32160000,475,61,95.0
p04,2020-03-14,6180000,5943.0,659,0.0,,23580000,336,57,90.0
p04,2020-03-16,2700000,919.0,165,0.0,103.0,31260000,454,67,92.0
p04,2020-03-17,2765000,4835.0,251,79.25,114.0,35580000,494,99,92.0
p04,2020-03-18,1767000,4575.0,263,77.42,158.0,29940000,428,71,95.0
p04,2020-03-19,1697000,1063.0,111,97.74,97.0,26820000,395,52,97.0
p04,2020-03-20,3269000,5535.0,308,290.47,107.0,35460000,508,83,91.0
p04,2020-03-22,2509000,3925.0,206,85.34,105.0,25380000,373,50,92.0
p04,2020-03-23,4009000,10412.0,551,164.29,154.5,34800000,495,85,95.0
p04,2020-03-24,3447000,1863.0,236,6.4,115.0,25800000,385,45,95.0
p04,2020-03-25,2727000,6757.0,374,227.38,152.0,33240000,481,73,93.0
p04,2020-03-26,3047000,7793.0,440,106.38,153.0,33420000,471,86,91.0
p04,2020-03-27,2151000,3564.0,185,54.86,107.0,65280000,972,116,93.0
p04,2020-03-28,8765000,9950.0,693,89.92,110.67,36840000,542,72,93.0
p04,2020-03-29,2714000,3322.0,235,0.0,112.0,32880000,442,46,95.0
p04,2020-03-30,1639000,2300.0,173,0.0,122.0,38820000,589,58,96.0
p05,2019-11-02,1536000,2311.0,221,33.53,102.0,19500000,303,22,96.0
p05,2019-11-07,5402000,6497.0,827,81.69,114.33,21360000,323,33,91.0
p05,2019-11-09,922000,900.0,88,0.0,93.0,28920000,440,42,95.5
p05,2019-11-13,2201000,0.0,298,19.56,106.0,18840000,281,33,96.0
p05,2019-11-14,3944000,0.0,577,67.06,113.5,23520000,339,53,92.0
p05,2019-11-15,3277000,3419.0,430,6.1,103.0,30420000,435,72,93.0
p05,2019-11-17,2406000,3147.0,267,15.24,97.0,26820000,376,71,91.0
p05,2019-11-20,3379000,2382.0,622,73.15,122.0,28920000,420,62,93.0
p05,2019-11-22,1331000,1409.0,158,20.68,98.0,25320000,378,44,95.0
p05,2019-11-24,973000,1124.0,124,15.24,97.0,30660000,450,61,88.5
p05,2019-11-27,3533000,0.0,452,70.1,102.0,26820000,388,59,94.0
p05,2019-11-29,1280000,1576.0,192,24.38,110.0,28260000,426,45,93.0
p05,2019-11-30,2355000,3347.0,390,27.43,113.0,27420000,405,52,94.0
p05,2019-12-01,5888000,7381.0,693,36.32,98.0,20520000,319,23,99.0
p05,2019-12-04,3532000,0.0,462,64.82,104.67,20160000,302,34,96.0
p05,2019-12-05,3533000,3543.0,433,36.58,105.0,24300000,363,42,95.0
p05,2019-12-06,3072000,3513.0,378,6.1,100.5,26640000,401,43,97.0
p05,2019-12-08,1998000,2404.0,257,45.72,103.0,38640000,622,22,100.0
p05,2019-12-09,1025000,0.0,155,39.62,108.0,41700000,617,78,94.0
p05,2019-12-11,5940000,4204.0,753,100.58,101.5,23760000,375,21,97.0
p05,2019-12-12,3901000,6484.0,628,143.56,106.0,23100000,353,32,94.0
p05,2019-12-13,2406000,0.0,342,73.35,106.5,29820000,453,44,97.0
p05,2019-12-14,1075000,1207.0,145,21.34,106.0,33420000,485,72,90.5
p05,2019-12-16,2406000,0.0,305,65.63,100.5,27960000,417,49,95.0
p05,2019-12-17,2663000,0.0,362,68.83,106.0,25980000,382,51,94.0
p05,2019-12-19,4148000,5867.0,600,60.96,107.67,24180000,358,45,96.0
p05,2019-12-20,2458000,0.0,339,65.33,105.5,23580000,368,25,100.0
p05,2019-12-22,1945000,2304.0,233,0.0,92.0,19980000,284,49,95.0
p05,2019-12-24,1177000,1251.0,131,12.19,100.0,21480000,328,30,97.0
p05,2019-12-30,1433000,1105.0,140,0.0,97.0,27600000,403,57,94.0
p05,2019-12-31,6042000,7695.0,706,48.77,97.0,23400000,341,49,97.0
p05,2020-01-01,1434000,1536.0,163,6.1,97.0,19440000,280,44,91.0
p05,2020-01-02,4648000,8344.0,797,81.99,118.0,26700000,408,37,96.0
p05,2020-01-03,5479000,6013.0,652,70.1,105.0,27780000,398,65,93.0
p05,2020-01-04,1895000,2510.0,246,9.14,101.0,18720000,282,30,96.0
p05,2020-01-05,1822000,4591.0,411,3.66,133.0,23340000,326,63,90.0
p05,2020-01-06,10703000,12366.0,1297,94.49,97.33,25920000,385,47,96.0
p05,2020-01-07,7399000,11702.0,1305,55.47,114.33,48360000,714,92,92.0
p05,2020-01-09,5172000,3797.0,721,33.53,109.0,24360000,368,38,99.0
p05,2020-01-10,4454000,1480.0,664,76.2,110.33,24240000,363,41,95.0
p05,2020-01-12,2098000,2313.0,254,15.24,95.5,26640000,387,57,87.0
p05,2020-01-13,3020000,3765.0,410,39.62,99.5,22740000,329,50,94.0
p05,2020-01-14,3021000,3220.0,361,36.58,96.5,25740000,398,31,97.0
p05,2020-01-15,2151000,3720.0,411,1.52,122.0,23760000,362,34,96.0
p05,2020-01-16,2201000,0.0,259,33.53,98.5,28980000,434,49,97.0
p05,2020-01-19,3481000,4807.0,499,36.58,104.0,25140000,372,47,93.0
p05,2020-01-20,4761000,2015.0,631,45.72,104.67,21660000,330,31,96.0
p05,2020-01-23,1331000,1274.0,159,21.34,101.0,27720000,434,28,95.5
p05,2020-01-24,4659000,7285.0,681,60.96,105.0,27060000,398,53,94.0
p05,2020-01-25,3739000,5904.0,570,131.37,103.0,21480000,326,32,96.0
p05,2020-01-26,4557000,5453.0,594,12.19,101.0,24420000,376,31,97.0
p05,2020-01-27,1229000,0.0,157,24.38,102.0,24000000,362,38,96.0
p05,2020-01-28,1178000,0.0,172,36.58,107.0,25200000,380,40,96.0
p05,2020-01-29,1075000,0.0,165,30.48,113.0,23100000,351,34,96.0
p05,2020-02-03,2611000,0.0,349,18.29,101.0,17460000,271,20,99.0
p05,2020-02-04,4353000,1860.0,639,67.06,109.0,31140000,464,55,99.0
p05,2020-02-05,2355000,0.0,267,51.82,92.5,26280000,393,45,99.0
p05,2020-02-06,921000,0.0,74,2.49,101.0,35520000,538,54,98.0
p05,2020-02-07,3430000,1345.0,511,79.25,110.33,27540000,420,39,97.0
p05,2020-02-15,4813000,6397.0,649,36.58,102.0,20700000,313,32,94.0
p05,2020-02-17,2252000,0.0,248,54.86,89.5,25680000,398,30,97.0
p05,2020-02-18,2150000,0.0,256,39.47,95.0,25680000,385,43,97.0
p05,2020-02-19,3429000,1357.0,496,40.59,106.0,26220000,389,48,97.0
p05,2020-02-20,973000,0.0,101,21.34,86.0,23700000,359,36,97.0
p05,2020-03-07,2714000,3209.0,361,64.01,101.5,46440000,682,92,93.0
p05,2020-03-08,973000,1258.0,132,18.29,104.0,22020000,335,32,96.0
p05,2020-03-12,2049000,2841.0,303,73.15,106.5,23400000,347,43,97.0
p05,2020-03-13,2355000,2794.0,307,64.01,98.0,25320000,381,41,97.0
p05,2020-03-16,4045000,4951.0,483,70.1,97.0,24780000,374,39,99.0
p05,2020-03-17,5120000,7454.0,717,128.02,105.0,26580000,404,39,97.0
p05,2020-03-18,7066000,9751.0,918,170.69,101.0,23700000,360,35,99.0
p05,2020-03-21,2100000,2203.0,240,13.36,96.5,23400000,355,35,97.0
p05,2020-03-22,4966000,7689.0,690,109.73,106.0,25380000,396,27,100.0
p05,2020-03-23,1433000,1635.0,181,16.92,104.0,27720000,415,47,98.0
p05,2020-03-24,1229000,1362.0,148,15.24,103.0,24420000,353,54,96.0
p05,2020-03-26,1178000,0.0,132,13.0,105.0,23220000,346,41,98.0
p05,2020-03-28,2663000,3503.0,362,76.2,106.0,24480000,382,26,98.0
p05,2020-03-29,3225000,4473.0,429,94.49,100.0,23040000,285,39,99.0
p06,2019-11-02,4704000,10126.0,1025,289.81,108.33,31800000,483,47,98.0
p06,2019-11-03,1024000,1095.0,142,9.14,99.0,21780000,325,38,95.0
p06,2019-11-04,3633000,6769.0,859,119.18,131.5,25740000,391,38,97.0
p06,2019-11-05,3747000,7385.0,920,115.62,132.5,25380000,394,29,98.0
p06,2019-11-06,2663000,0.0,383,27.43,105.5,27900000,423,42,97.0
p06,2019-11-07,2510000,0.0,232,27.43,85.0,25020000,379,38,99.0
p06,2019-11-08,2612000,0.0,278,18.29,95.0,24480000,372,36,98.0
p06,2019-11-11,1799000,5013.0,476,235.61,147.0,35520000,487,105,90.0
p06,2019-11-12,1934000,5417.0,500,119.79,142.0,27120000,407,45,98.0
p06,2019-11-13,2117000,5467.0,554,39.62,143.0,29580000,458,35,100.0
p06,2019-11-14,3022000,8042.0,678,62.18,123.0,26340000,401,30,98.0
p06,2019-11-16,2762000,7465.0,676,105.46,135.0,25860000,371,60,94.0
p06,2019-11-17,2149000,5442.0,520,49.38,133.0,38160000,511,125,92.0
p06,2019-11-18,3651000,8318.0,717,204.22,111.5,28200000,423,47,99.0
p06,2019-11-20,2403000,6626.0,613,145.69,142.0,25080000,364,54,98.0
p06,2019-11-24,4835000,10877.0,1015,57.3,119.33,34020000,496,71,95.5
p06,2019-11-25,2457000,0.0,319,33.53,99.0,10020000,160,7,95.5
p06,2019-11-28,2663000,0.0,323,18.29,102.0,28920000,433,49,97.0
p06,2019-11-30,901000,2291.0,240,15.54,147.0,57840000,884,80,100.0
p06,2019-12-01,1399000,4078.0,412,47.55,162.0,28920000,439,43,98.0
p06,2019-12-04,1802000,4955.0,458,68.89,141.0,21840000,313,51,97.0
p06,2019-12-09,2359000,6495.0,638,354.48,150.0,21420000,317,40,99.0
p06,2019-12-14,1206000,1460.0,164,12.19,100.0,24060000,365,36,98.0
p06,2019-12-17,1229000,1476.0,169,0.0,100.0,23760000,341,55,97.0
p06,2019-12-22,2774000,6641.0,579,44.5,116.5,28680000,418,60,97.0
p06,2019-12-23,921000,1682.0,150,15.24,94.0,28380000,398,75,90.0
p06,2019-12-24,2368000,5786.0,512,143.26,128.0,26640000,397,47,97.0
p06,2019-12-29,1801000,4568.0,341,5.49,106.0,28860000,433,48,98.0
p06,2019-12-30,1177000,0.0,146,3.05,99.0,44880000,664,84,95.0
p06,2020-01-02,3147000,3605.0,597,47.24,121.5,21960000,338,28,98.0
p06,2020-01-03,3611000,6315.0,792,131.06,132.0,28440000,419,49,96.5
p06,2020-01-05,1804000,4812.0,382,103.94,126.0,25440000,398,26,98.0
p06,2020-01-06,3509000,6449.0,684,281.03,114.0,23580000,360,33,99.0
p06,2020-01-07,4679000,5856.0,886,242.62,114.67,19920000,301,31,98.0
p06,2020-01-08,2560000,0.0,367,60.96,107.5,21480000,322,36,96.0
p06,2020-01-09,2559000,0.0,263,39.62,92.0,24180000,368,35,97.0
p06,2020-01-10,2612000,0.0,325,30.48,100.0,22380000,330,43,99.0
p06,2020-01-13,2969000,0.0,288,21.34,90.5,24000000,353,47,99.0
p06,2020-01-14,3457000,5354.0,540,18.59,112.5,22740000,349,30,99.0
p06,2020-01-15,4517000,3594.0,649,39.62,101.0,20940000,316,33,99.0
p06,2020-01-16,2816000,0.0,355,30.48,99.5,23220000,350,37,97.0
p06,2020-01-17,2612000,0.0,316,30.48,99.0,23880000,363,35,97.0
p06,2020-01-18,1076000,1864.0,189,0.0,110.0,29400000,445,45,99.0
p06,2020-01-19,3133000,6247.0,533,22.25,108.5,26400000,390,50,99.0
p06,2020-01-20,2867000,0.0,338,24.38,98.5,23880000,363,35,99.0
p06,2020-01-21,5633000,5416.0,783,45.72,99.5,26220000,384,53,100.0
p06,2020-01-22,2406000,0.0,214,15.24,85.5,22920000,354,28,99.0
p06,2020-01-23,2559000,0.0,223,45.72,86.0,25620000,387,40,99.0
p06,2020-01-25,2694000,5540.0,505,19.81,119.5,28080000,425,43,100.0
p06,2020-01-26,2098000,2996.0,304,30.48,97.5,24840000,375,39,98.0
p06,2020-01-27,3605000,3237.0,531,126.49,106.33,24420000,358,49,95.0
p06,2020-01-28,149000,322.0,23,1.83,114.0,22860000,348,33,100.0
p06,2020-01-29,2457000,0.0,275,15.24,96.0,44520000,662,80,99.0
p06,2020-01-30,4501000,4291.0,721,86.56,113.75,26220000,402,35,100.0
p06,2020-01-31,4191000,4274.0,693,70.1,113.0,24480000,369,39,98.0
p06,2020-02-02,3380000,4765.0,526,54.86,102.33,31740000,488,41,97.0
p06,2020-02-03,2950000,795.0,446,50.9,108.0,22080000,314,54,98.0
p06,2020-02-04,2765000,0.0,370,15.24,103.5,23520000,360,32,99.0
p06,2020-02-05,549000,1182.0,117,4.57,123.0,20880000,304,44,99.0
p06,2020-02-06,4367000,4103.0,819,75.29,117.67,27480000,404,54,98.0
p06,2020-02-07,2714000,0.0,367,33.53,100.0,23640000,348,46,100.0
p06,2020-02-09,1791000,4527.0,403,74.68,130.0,28920000,426,56,97.0
p06,2020-02-10,2509000,0.0,452,60.96,117.0,22500000,326,49,97.0
p06,2020-02-11,3875000,6057.0,874,61.87,134.33,22020000,340,27,100.0
p06,2020-02-13,1843000,1640.0,207,6.1,89.0,22320000,340,32,97.0
p06,2020-02-17,3691000,6821.0,733,186.23,115.5,20340000,305,34,100.0
p06,2020-02-18,2457000,0.0,390,70.1,108.5,26520000,403,39,99.0
p06,2020-02-19,2457000,0.0,401,60.96,107.0,26220000,404,33,97.0
p06,2020-02-20,3789000,1641.0,610,82.3,109.0,22500000,340,35,100.0
p06,2020-02-21,2864000,4543.0,676,90.83,138.0,24420000,373,34,98.0
p06,2020-02-22,1024000,1169.0,134,3.05,95.0,28560000,423,53,100.0
p06,2020-02-23,1331000,1783.0,178,6.1,95.0,24060000,364,37,98.0
p06,2020-02-24,2859000,4921.0,583,91.74,118.5,24900000,385,30,98.0
p06,2020-02-25,2356000,0.0,407,85.34,114.0,28920000,431,51,99.0
p06,2020-02-26,3493000,6040.0,862,156.06,141.0,28140000,398,71,97.0
p06,2020-02-27,3505000,6480.0,697,128.63,115.0,23940000,358,41,96.0
p06,2020-02-29,2970000,3833.0,383,15.24,90.5,29220000,436,51,98.0
p06,2020-03-02,2867000,0.0,420,51.82,104.0,28140000,409,60,97.0
p06,2020-03-03,2508000,0.0,362,60.96,103.0,24900000,376,39,98.0
p06,2020-03-09,3391000,7760.0,688,38.1,123.33,27480000,405,53,94.0
p06,2020-03-11,1697000,4880.0,442,31.09,152.0,22020000,337,30,98.0
p06,2020-03-13,972000,1379.0,146,15.24,105.0,24120000,366,36,99.0
p06,2020-03-14,342000,572.0,50,4.57,105.0,24900000,369,46,95.5
p06,2020-03-18,1623000,4539.0,435,34.14,153.0,26760000,400,46,100.0
p06,2020-03-21,3067000,6139.0,610,60.96,124.5,21660000,329,32,100.0
p06,2020-03-26,1663000,4770.0,434,101.19,144.0,25080000,384,34,97.0
p06,2020-03-28,1945000,1848.0,230,6.1,89.0,29100000,420,65,96.0
p06,2020-03-30,1571000,4582.0,425,39.62,152.0,25740000,370,59,97.0
p07,2019-11-07,6342000,9350.0,948,322.78,119.0,31500000,443,82,94.0
p07,2019-11-08,1229000,1954.0,181,67.06,111.0,31080000,454,64,98.0
p07,2019-11-09,17594000,21171.0,3111,1887.32,140.5,28440000,421,53,90.5
p07,2019-11-11,4651000,9366.0,864,8.53,135.5,30360000,456,50,97.0
p07,2019-11-13,3430000,8918.0,674,38.1,148.0,31080000,443,75,96.0
p07,2019-11-14,4663000,7992.0,804,579.73,132.5,30660000,447,64,97.0
p07,2019-11-15,1956000,4294.0,348,14.63,125.0,33720000,488,74,97.0
p07,2019-11-16,8115000,5153.0,1189,581.56,128.0,29280000,426,62,95.0
p07,2019-11-17,6123000,16470.0,1165,167.94,145.0,24240000,322,82,92.5
p07,2019-11-18,3007000,4267.0,439,114.0,129.0,29700000,416,79,96.0
p07,2019-11-19,1184000,3286.0,263,59.74,170.0,33780000,493,70,96.0
p07,2019-11-20,5410000,12545.0,968,160.02,129.0,30660000,444,67,97.0
p07,2019-11-21,5218000,10017.0,860,121.92,130.0,35400000,493,97,94.0
p07,2019-11-23,2536000,3591.0,359,103.94,124.0,31860000,474,57,94.0
p07,2019-11-24,5105000,13897.0,895,91.44,136.0,16920000,235,47,90.0
p07,2019-11-25,2790000,7302.0,512,53.04,142.0,38760000,589,57,97.0
p07,2019-11-26,4259000,7911.0,707,98.45,123.67,33780000,510,53,96.0
p07,2019-11-27,3633000,8846.0,631,31.7,137.0,30660000,437,74,95.0
p07,2019-11-28,3012000,5596.0,541,426.72,144.0,27720000,397,65,96.0
p07,2019-11-30,4563000,5020.0,639,142.65,111.0,23340000,357,32,97.0
p07,2019-12-01,10490000,18355.0,1691,238.05,108.5,30720000,456,56,96.0
p07,2019-12-02,6390000,11265.0,995,75.29,120.33,34560000,492,84,95.5
p07,2019-12-03,2250000,5160.0,459,81.38,160.0,30720000,451,61,95.0
p07,2019-12-04,3088000,8280.0,597,57.91,145.0,33660000,482,79,96.0
p07,2019-12-05,3370000,8997.0,624,57.0,142.0,57360000,808,148,96.0
p07,2019-12-06,4086000,9157.0,873,505.66,164.0,32880000,475,73,91.33
p07,2019-12-07,5313000,9837.0,714,307.85,119.0,23460000,363,28,97.0
p07,2019-12-08,8670000,24119.0,1694,899.77,151.0,21900000,311,54,93.5
p07,2019-12-09,8471000,10655.0,1100,219.76,111.33,35160000,529,57,96.0
p07,2019-12-10,3020000,7028.0,622,279.5,161.0,27420000,397,60,97.0
p07,2019-12-11,3455000,9040.0,605,22.86,136.0,32460000,466,75,94.0
p07,2019-12-12,7092000,9735.0,1057,544.37,128.0,29220000,427,60,97.0
p07,2019-12-13,10441000,9115.0,1196,957.68,99.5,30240000,428,76,97.0
p07,2019-12-14,3678000,8399.0,657,253.29,138.0,33240000,482,72,98.0
p07,2019-12-15,6739000,7812.0,888,507.8,106.0,30900000,439,76,97.0
p07,2019-12-16,3685000,9684.0,695,77.42,147.0,29520000,427,65,96.0
p07,2019-12-17,5417000,7263.0,686,179.22,123.5,31620000,468,59,98.0
p07,2019-12-18,5174000,11544.0,818,96.62,124.0,29940000,445,54,92.0
p07,2019-12-19,3407000,7431.0,618,436.17,128.0,28080000,418,50,95.0
p07,2019-12-20,2604000,6894.0,453,56.08,138.0,21300000,327,28,97.0
p07,2019-12-21,2848000,5561.0,496,308.15,144.0,29400000,446,44,97.0
p07,2019-12-23,9242000,6407.0,904,884.53,95.0,30840000,439,75,96.0
p07,2019-12-24,3916000,10405.0,757,66.14,147.0,31920000,436,96,95.0
p07,2019-12-25,8789000,5751.0,792,746.46,95.0,24660000,376,35,96.0
p07,2019-12-26,12988000,10658.0,1360,1187.2,97.0,30180000,427,76,96.0
p07,2019-12-27,5260000,10399.0,822,248.41,125.5,33720000,472,90,88.0
p07,2019-12-28,2820000,6598.0,560,274.02,157.0,29220000,429,58,96.0
p07,2019-12-29,1332000,2604.0,189,0.3,119.0,29880000,445,53,95.0
p07,2019-12-30,4074000,8724.0,714,244.14,141.0,33900000,482,83,95.0
p07,2019-12-31,2899000,7116.0,606,163.98,163.0,28080000,420,48,96.0
p07,2020-01-01,2506000,6705.0,452,48.77,144.0,23460000,340,51,88.0
p07,2020-01-02,2554000,6863.0,465,60.66,142.0,33720000,486,76,94.0
p07,2020-01-04,34006000,16187.0,1849,387.24,108.0,65280000,906,182,89.0
p07,2020-01-08,1341000,3492.0,246,4.57,145.0,35400000,513,77,93.0
p07,2020-01-09,1619000,4396.0,297,14.02,145.0,37320000,517,105,88.5
p07,2020-01-11,922000,1022.0,114,0.0,104.0,28140000,409,60,98.0
p07,2020-01-13,4966000,5100.0,700,0.0,112.0,42900000,590,125,95.0
p07,2020-01-14,2419000,6419.0,455,44.5,147.0,30300000,430,75,96.0
p07,2020-01-15,6963000,7135.0,864,0.0,92.5,30660000,462,49,95.5
